NAME,FOUNDED,ACCREDITED,PUB/PRIV,ACADEMIC YEAR,TUITION,TUITION (2014$),PERCENT PAYING FULL TUITION,PERCENT RECEIVING MEDIAN GRANT OR MORE,TUITION LESS MEDIAN GRANT (2014$)
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2001-2002,"$22,090","$29,534",51.6%,24.2%,"$21,512"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2002-2003,"$23,196","$30,529",51.5%,24.3%,"$18,684"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2003-2004,"$24,358","$31,346",57.5%,21.2%,"$18,477"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2004-2005,"$25,334","$31,752",53.8%,23.1%,"$20,472"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2005-2006,"$26,348","$31,939",54.3%,22.9%,"$22,242"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2006-2007,"$27,670","$32,494",52.5%,23.7%,"$21,925"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2007-2008,"$29,034","$33,150",46.6%,26.7%,"$24,016"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2008-2009,"$30,461","$33,493",49.3%,25.3%,"$22,498"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2009-2010,"$31,934","$35,238",52.0%,24.0%,"$24,204"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2010-2011,"$35,098","$38,105",49.9%,25.0%,"$24,534"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2011-2012,"$36,412","$38,322",46.9%,26.6%,"$22,535"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2012-2013,"$38,180","$39,368",40.0%,30.0%,"$23,901"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2013-2014,"$39,326","$39,964",28.1%,35.9%,"$23,704"
LEWIS &amp; CLARK LAW SCHOOL,1915,1970,PRIVATE,2014-2015,"$40,164","$40,164",N/A,N/A,N/A
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,1996-1997,"$16,300","$24,602",N/A,N/A,N/A
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,1997-1998,"$17,050","$25,146",N/A,N/A,N/A
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,1998-1999,"$17,700","$25,706",N/A,N/A,N/A
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,1999-2000,"$18,380","$26,122",N/A,N/A,N/A
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2000-2001,"$19,080","$26,231",N/A,N/A,N/A
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2001-2002,"$20,930","$27,983",43.5%,28.2%,"$14,613"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2002-2003,"$21,880","$28,797",50.1%,24.9%,"$15,635"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2003-2004,"$23,000","$29,599",53.8%,23.1%,"$17,373"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2004-2005,"$24,280","$30,431",59.0%,20.5%,"$18,775"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2005-2006,"$25,280","$30,645",55.0%,22.5%,"$18,523"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2006-2007,"$26,410","$31,014",49.3%,25.4%,"$16,922"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2007-2008,"$27,495","$31,393",45.1%,27.5%,"$17,692"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2008-2009,"$28,330","$31,150",44.9%,27.5%,"$17,956"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2009-2010,"$29,680","$32,751",46.3%,26.8%,"$21,716"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2010-2011,"$31,130","$33,797",36.8%,31.6%,"$21,854"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2011-2012,"$32,540","$34,247",28.4%,35.8%,"$25,827"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2012-2013,"$34,690","$35,769",29.9%,35.1%,"$23,396"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2013-2014,"$36,390","$36,980",35.3%,32.4%,"$26,310"
WILLAMETTE UNIVERSITY COLLEGE OF LAW,1883,1938,PRIVATE,2014-2015,"$37,625","$37,625",N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,1996-1997,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,1997-1998,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,1998-1999,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,1999-2000,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2000-2001,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2001-2002,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2002-2003,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2003-2004,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2004-2005,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2005-2006,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2006-2007,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2007-2008,N/A,N/A,N/A,N/A,N/A
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2008-2009,"$31,490","$34,625",11.4%,44.3%,"$7,854"
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2009-2010,"$32,921","$36,327",12.7%,43.7%,"$13,963"
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2010-2011,"$34,450","$37,401",14.5%,42.7%,"$15,688"
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2011-2012,"$36,051","$37,942",12.9%,43.6%,"$16,893"
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2012-2013,"$40,270","$41,523",9.7%,45.1%,"$21,201"
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2013-2014,"$40,230","$40,883",11.1%,44.4%,"$20,558"
"DREXEL UNIVERSITY, THOMAS R. KLINE SCHOOL OF LAW",2006,2008,PRIVATE,2014-2015,"$39,203","$39,203",N/A,N/A,N/A
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,1996-1997,"$12,975","$19,583",N/A,N/A,N/A
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,1997-1998,"$14,254","$21,022",N/A,N/A,N/A
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,1998-1999,"$14,942","$21,700",N/A,N/A,N/A
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,1999-2000,"$16,424","$23,342",N/A,N/A,N/A
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2000-2001,"$17,791","$24,459",N/A,N/A,N/A
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2001-2002,"$18,784","$25,114",79.4%,10.3%,"$16,338"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2002-2003,"$20,054","$26,393",66.4%,16.8%,"$20,488"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2003-2004,"$21,412","$27,555",69.0%,15.5%,"$20,433"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2004-2005,"$22,865","$28,658",67.7%,16.1%,"$13,244"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2005-2006,"$24,419","$29,601",74.6%,12.7%,"$10,854"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2006-2007,"$25,785","$30,280",62.4%,18.8%,"$20,223"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2007-2008,"$27,320","$31,193",63.8%,18.1%,"$21,634"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2008-2009,"$29,090","$31,986",67.9%,16.1%,"$15,698"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2009-2010,"$30,866","$34,060",64.1%,17.9%,"$21,922"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2010-2011,"$32,376","$35,150",64.1%,18.0%,"$18,865"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2011-2012,"$33,752","$35,522",75.4%,12.3%,"$19,735"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2012-2013,"$35,354","$36,454",21.9%,39.0%,"$30,267"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2013-2014,"$36,944","$37,543",-17.0%,58.5%,"$31,446"
DUQUESNE UNIVERSITY SCHOOL OF LAW,1911,1960,PRIVATE,2014-2015,"$38,420","$38,420",N/A,N/A,N/A
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,1996-1997,"$23,314","$35,188",N/A,N/A,N/A
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,1997-1998,"$24,530","$36,178",N/A,N/A,N/A
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,1998-1999,"$25,780","$37,440",N/A,N/A,N/A
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,1999-2000,"$27,070","$38,472",N/A,N/A,N/A
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2000-2001,"$28,360","$38,989",N/A,N/A,N/A
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2001-2002,"$29,722","$39,738",63.4%,18.3%,"$25,499"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2002-2003,"$31,138","$40,981",67.1%,16.4%,"$27,623"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2003-2004,"$33,002","$42,470",66.7%,16.6%,"$27,349"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2004-2005,"$34,988","$43,852",66.1%,16.9%,"$26,080"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2005-2006,"$37,086","$44,956",65.0%,17.5%,"$27,355"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2006-2007,"$39,330","$46,186",66.3%,16.9%,"$29,652"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2007-2008,"$41,960","$47,908",60.4%,19.8%,"$33,066"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2008-2009,"$44,330","$48,743",60.1%,20.0%,"$33,349"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2009-2010,"$46,514","$51,327",57.2%,21.4%,"$35,878"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2010-2011,"$48,362","$52,505",56.2%,21.9%,"$36,220"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2011-2012,"$50,718","$53,378",52.8%,23.6%,"$37,591"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2012-2013,"$53,138","$54,791",51.4%,24.3%,"$37,754"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2013-2014,"$54,992","$55,884",53.6%,23.2%,"$37,592"
UNIVERSITY OF PENNSYLVANIA LAW SCHOOL,1850,1923,PRIVATE,2014-2015,"$56,916","$56,916",N/A,N/A,N/A
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,1996-1997,"$17,780","$26,836",N/A,N/A,N/A
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,1997-1998,"$18,780","$27,697",N/A,N/A,N/A
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,1998-1999,"$19,410","$28,189",N/A,N/A,N/A
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,1999-2000,"$20,080","$28,538",N/A,N/A,N/A
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2000-2001,"$21,230","$29,186",N/A,N/A,N/A
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2001-2002,"$22,420","$29,975",89.8%,5.1%,"$24,627"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2002-2003,"$23,770","$31,284",85.4%,7.3%,"$26,020"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2003-2004,"$25,050","$32,237",85.4%,7.3%,"$24,515"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2004-2005,"$26,380","$33,063",82.5%,8.7%,"$26,797"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2005-2006,"$27,830","$33,736",80.6%,9.7%,"$25,608"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2006-2007,"$29,340","$34,455",79.7%,10.1%,"$22,712"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2007-2008,"$30,890","$35,269",80.2%,9.9%,"$18,200"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2008-2009,"$33,490","$36,824",79.0%,10.5%,"$20,331"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2009-2010,"$35,250","$38,897",74.0%,13.0%,"$22,345"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2010-2011,"$36,690","$39,833",65.2%,17.4%,"$18,120"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2011-2012,"$37,780","$39,761",48.1%,25.9%,"$18,712"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2012-2013,"$38,910","$40,120",41.5%,29.2%,"$19,498"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2013-2014,"$40,060","$40,710",34.8%,32.6%,"$15,304"
VILLANOVA UNIVERSITY SCHOOL OF LAW,1953,1954,PRIVATE,2014-2015,"$41,250","$41,250",N/A,N/A,N/A
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,1996-1997,"$16,850","$25,432",N/A,N/A,N/A
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,1997-1998,"$17,770","$26,208",N/A,N/A,N/A
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,1998-1999,"$18,550","$26,940",N/A,N/A,N/A
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,1999-2000,"$19,550","$27,784",N/A,N/A,N/A
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2000-2001,"$20,250","$27,839",N/A,N/A,N/A
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2001-2002,"$21,250","$28,411",61.3%,19.4%,"$26,405"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2002-2003,"$23,310","$30,679",68.6%,15.7%,"$28,046"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2003-2004,"$22,980","$29,573",73.5%,13.2%,"$25,712"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2004-2005,"$26,870","$33,677",72.4%,13.8%,"$29,917"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2005-2006,"$28,300","$34,306",74.0%,13.0%,"$30,669"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2006-2007,"$29,430","$34,561",70.3%,14.9%,"$23,592"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2007-2008,"$30,870","$35,246",70.4%,14.8%,"$26,683"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2008-2009,"$32,040","$35,230",69.3%,15.4%,"$29,732"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2009-2010,"$33,540","$37,011",60.9%,19.6%,"$34,804"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2010-2011,"$34,890","$37,879",63.1%,18.4%,"$35,708"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2011-2012,"$36,450","$38,362",69.9%,15.0%,"$35,731"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2012-2013,"$38,250","$39,440",76.8%,11.6%,"$24,243"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2013-2014,"$39,580","$40,222",63.4%,18.3%,"$30,060"
WIDENER UNIVERSITY SCHOOL OF LAW &#8211; HARRISBURG,1989,1988,PRIVATE,2014-2015,"$40,730","$40,730",N/A,N/A,N/A
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,1996-1997,"$8,480","$12,799",N/A,N/A,N/A
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,1997-1998,"$8,480","$12,507",N/A,N/A,N/A
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,1998-1999,"$8,480","$12,315",N/A,N/A,N/A
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,1999-2000,"$11,308","$16,071",N/A,N/A,N/A
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2000-2001,"$10,958","$15,065",N/A,N/A,N/A
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2001-2002,"$12,856","$17,188",80.7%,9.7%,"$9,190"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2002-2003,"$12,882","$16,954",81.2%,9.4%,"$9,543"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2003-2004,"$13,218","$17,010",83.6%,8.2%,"$11,056"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2004-2005,"$13,227","$16,578",82.0%,9.0%,"$11,200"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2005-2006,"$12,806","$15,524",89.3%,5.4%,"$9,313"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2006-2007,"$12,891","$15,138",88.3%,5.9%,"$12,598"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2007-2008,"$12,891","$14,719",91.5%,4.3%,"$8,993"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2008-2009,"$12,891","$14,174",89.9%,5.0%,"$9,193"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2009-2010,"$13,491","$14,887",93.0%,3.5%,"$11,068"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2010-2011,"$14,341","$15,570",93.7%,3.2%,"$11,385"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2011-2012,"$14,403","$15,158",95.4%,2.3%,"$10,207"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2012-2013,"$15,243","$15,717",99.1%,.5%,"$11,658"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2013-2014,"$15,303","$15,551",94.7%,2.6%,"$13,243"
INTER AMERICAN UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1961,1969,PRIVATE,2014-2015,"$15,303","$15,303",N/A,N/A,N/A
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,1996-1997,"$7,480","$11,290",N/A,N/A,N/A
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,1997-1998,"$8,500","$12,536",N/A,N/A,N/A
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,1998-1999,"$8,500","$12,345",N/A,N/A,N/A
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,1999-2000,"$9,278","$13,186",N/A,N/A,N/A
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2000-2001,"$10,159","$13,966",N/A,N/A,N/A
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2001-2002,"$11,569","$15,468",91.8%,4.1%,"$9,719"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2002-2003,"$12,406","$16,328",89.4%,5.3%,"$10,254"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2003-2004,"$12,571","$16,178",91.7%,4.1%,"$9,228"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2004-2005,"$12,736","$15,963",100.0%,.0%,N/A
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2005-2006,"$12,901","$15,639",87.2%,6.4%,"$9,808"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2006-2007,"$13,141","$15,432",84.9%,7.5%,"$10,735"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2007-2008,"$13,496","$15,409",84.1%,7.9%,"$12,555"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2008-2009,"$13,886","$15,268",86.3%,6.8%,"$12,959"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2009-2010,"$13,806","$15,235",90.3%,4.9%,"$12,476"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2010-2011,"$14,126","$15,336",89.5%,5.2%,"$12,079"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2011-2012,"$14,446","$15,204",91.3%,4.4%,"$10,994"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2012-2013,"$14,766","$15,225",90.1%,5.0%,"$10,070"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2013-2014,"$15,088","$15,333",78.9%,10.6%,"$13,554"
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1948,1967,PRIVATE,2014-2015,"$16,638","$16,638",N/A,N/A,N/A
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,1996-1997,"$17,010","$25,673",N/A,N/A,N/A
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,1997-1998,"$18,030","$26,591",N/A,N/A,N/A
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,1998-1999,"$19,100","$27,739",N/A,N/A,N/A
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,1999-2000,"$20,150","$28,637",N/A,N/A,N/A
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,2000-2001,"$21,200","$29,145",N/A,N/A,N/A
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,2001-2002,"$21,510","$28,759",42.3%,28.8%,"$15,389"
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,2002-2003,"$21,990","$28,941",60.2%,19.9%,"$16,701"
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,2003-2004,"$23,090","$29,715",56.6%,21.7%,"$16,846"
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,2004-2005,"$24,410","$30,594",55.6%,22.2%,"$18,061"
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,2005-2006,"$26,830","$32,524",47.6%,26.2%,"$20,402"
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,2006-2007,"$29,670","$34,842",55.0%,22.5%,"$21,925"
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,1992,1995,PRIVATE,2007-2008,"$32,030","$36,571",78.2%,10.9%,"$22,299"
