NAME,FOUNDED,ACCREDITED,PUB/PRIV,ACADEMIC YEAR,RESIDENT TUITION,RESIDENT TUITION (2014$),NONRESIDENT TUITION,NONRESIDENT TUITION (2014$),PERCENT PAYING FULL TUITION
THE UNIVERSITY OF OKLAHOMA COLLEGE OF LAW,1909,1923,PUBLIC,2014-2015,"$19,973","$19,973","$30,398","$30,398",N/A
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,1996-1997,"$9,053","$13,664","$13,537","$20,432",N/A
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,1997-1998,"$10,074","$14,857","$13,712","$20,223",N/A
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,1998-1999,"$10,238","$14,869","$13,986","$20,312",N/A
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,1999-2000,"$10,897","$15,487","$14,843","$21,095",N/A
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2000-2001,"$11,204","$15,403","$15,356","$21,111",N/A
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2001-2002,"$12,244","$16,370","$16,604","$22,199",53.6%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2002-2003,"$13,294","$17,496","$17,872","$23,522",47.3%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2003-2004,"$15,202","$19,563","$19,122","$24,608",48.6%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2004-2005,"$16,156","$20,249","$20,458","$25,641",48.6%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2005-2006,"$17,792","$21,568","$22,400","$27,154",50.2%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2006-2007,"$18,690","$21,948","$23,262","$27,317",37.7%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2007-2008,"$19,596","$22,374","$24,396","$27,855",54.7%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2008-2009,"$20,570","$22,618","$25,610","$28,159",49.9%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2009-2010,"$22,328","$24,638","$27,818","$30,696",43.9%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2010-2011,"$24,031","$26,090","$29,953","$32,519",33.7%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2011-2012,"$26,061","$27,428","$32,505","$34,210",28.3%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2012-2013,"$28,354","$29,236","$35,374","$36,474",28.1%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2013-2014,"$28,354","$28,814","$35,374","$35,948",25.2%
UNIVERSITY OF OREGON SCHOOL OF LAW,1884,1923,PUBLIC,2014-2015,"$30,586","$30,586","$38,056","$38,056",N/A
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,1996-1997,"$8,182","$12,349","$14,696","$22,181",N/A
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,1997-1998,"$8,590","$12,669","$15,104","$22,276",N/A
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,1998-1999,"$8,926","$12,963","$15,632","$22,702",N/A
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,1999-2000,"$9,546","$13,567","$16,310","$23,180",N/A
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2000-2001,"$10,018","$13,772","$17,120","$23,536",N/A
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2001-2002,"$10,688","$14,290","$18,244","$24,392",55.7%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2002-2003,"$11,778","$15,501","$20,052","$26,391",56.7%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2003-2004,"$12,568","$16,174","$21,518","$27,692",56.4%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2004-2005,"$13,312","$16,685","$22,800","$28,576",55.0%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2005-2006,"$14,100","$17,092","$24,158","$29,285",57.5%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2006-2007,"$14,902","$17,500","$25,552","$30,007",56.8%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2007-2008,"$15,800","$18,040","$27,078","$30,917",49.9%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2008-2009,"$16,758","$18,426","$28,702","$31,559",46.2%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2009-2010,"$17,226","$19,008","$29,516","$32,570",48.0%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2010-2011,"$18,206","$19,766","$31,220","$33,894",46.9%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2011-2012,"$19,788","$20,826","$32,718","$34,434",48.8%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2012-2013,"$19,788","$20,404","$32,718","$33,736",43.6%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2013-2014,"$20,462","$20,794","$33,780","$34,328",41.1%
"TEMPLE UNIVERSITY, JAMES E. BEASLEY SCHOOL OF LAW",1895,1933,PUBLIC,2014-2015,"$21,646","$21,646","$34,772","$34,772",N/A
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,1996-1997,"$14,500",N/A,N/A,N/A,N/A
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,1997-1998,"$14,500","$21,385","$14,500","$21,385",N/A
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,1998-1999,"$15,040","$21,843","$15,040","$21,843",N/A
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,1999-2000,"$16,100","$22,881","$16,100","$22,881",N/A
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2000-2001,"$17,440","$23,976","$17,440","$23,976",N/A
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2001-2002,"$18,756","$25,076","$18,756","$25,076",63.3%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2002-2003,"$22,640","$29,797","$22,640","$29,797",55.9%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2003-2004,"$24,670","$31,748","$24,670","$31,748",51.1%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2004-2005,"$25,650","$32,148","$25,650","$32,148",54.7%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2005-2006,"$26,680","$32,342","$26,680","$32,342",62.6%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2006-2007,"$28,054","$32,945","$28,054","$32,945",58.3%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2007-2008,"$29,674","$33,881","$29,674","$33,881",50.1%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2008-2009,"$31,942","$35,122","$31,942","$35,122",43.3%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2009-2010,"$34,462","$38,028","$34,462","$38,028",45.7%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2010-2011,"$36,816","$39,970","$36,816","$39,970",41.0%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2011-2012,"$38,614","$40,639","$38,614","$40,639",36.9%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2012-2013,"$40,532","$41,793","$40,532","$41,793",28.3%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2013-2014,"$41,088","$41,755","$41,088","$41,755",20.6%
"THE PENNSYLVANIA STATE UNIVERSITY, DICKINSON SCHOOL OF LAW",1834,1931,PUBLIC,2014-2015,"$43,700","$43,700","$43,700","$43,700",N/A
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,1996-1997,"$10,962","$16,545","$16,970","$25,613",N/A
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,1997-1998,"$11,454","$16,893","$17,902","$26,402",N/A
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,1998-1999,"$11,912","$17,300","$18,618","$27,039",N/A
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,1999-2000,"$12,868","$18,288","$19,842","$28,199",N/A
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2000-2001,"$13,586","$18,678","$20,910","$28,747",N/A
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2001-2002,"$14,560","$19,467","$22,434","$29,994",55.0%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2002-2003,"$16,496","$21,711","$24,598","$32,374",55.1%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2003-2004,"$18,008","$23,175","$26,400","$33,974",53.5%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2004-2005,"$19,074","$23,906","$27,970","$35,056",50.1%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2005-2006,"$20,182","$24,465","$28,790","$34,900",45.7%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2006-2007,"$21,408","$25,140","$29,706","$34,885",48.4%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2007-2008,"$22,796","$26,028","$31,052","$35,454",52.0%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2008-2009,"$24,162","$26,567","$32,306","$35,522",43.7%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2009-2010,"$25,098","$27,695","$33,094","$36,518",46.5%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2010-2011,"$26,550","$28,824","$34,176","$37,104",46.4%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2011-2012,"$28,734","$30,241","$35,508","$37,370",46.6%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2012-2013,"$29,468","$30,385","$36,444","$37,578",41.4%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2013-2014,"$30,400","$30,893","$37,604","$38,214",41.9%
UNIVERSITY OF PITTSBURGH SCHOOL OF LAW,1895,1923,PUBLIC,2014-2015,"$31,616","$31,616","$39,100","$39,100",N/A
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,1996-1997,"$2,450","$3,698","$3,500","$5,283",N/A
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,1997-1998,"$2,450","$3,613","$3,500","$5,162",N/A
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,1998-1999,"$2,320","$3,369","$3,570","$5,185",N/A
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,1999-2000,"$2,320","$3,297","$3,570","$5,074",N/A
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2000-2001,"$2,395","$3,293","$3,570","$4,908",N/A
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2001-2002,"$2,395","$3,202","$3,570","$4,773",50.1%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2002-2003,"$2,395","$3,152","$3,570","$4,699",100.0%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2003-2004,"$2,395","$3,082","$3,570","$4,594",99.8%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2004-2005,"$2,395","$3,002","$3,570","$4,474",99.8%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2005-2006,"$3,144","$3,811","$8,844","$10,721",99.8%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2006-2007,"$3,858","$4,531","$5,413","$6,357",100.0%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2007-2008,"$5,350","$6,108","$6,971","$7,959",100.0%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2008-2009,"$5,350","$5,883","$6,971","$7,665",100.0%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2009-2010,"$6,345","$7,002","$8,105","$8,944",100.0%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2010-2011,"$7,611","$8,263","$9,437","$10,245",100.0%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2011-2012,"$7,771","$8,179","$9,673","$10,180",100.0%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2012-2013,"$7,931","$8,178","$9,919","$10,228",100.0%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2013-2014,"$7,131","$7,247","$9,919","$10,080",100.0%
UNIVERSITY OF PUERTO RICO SCHOOL OF LAW,1913,1945,PUBLIC,2014-2015,"$7,131","$7,131","$9,119","$9,119",N/A
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,1996-1997,"$6,476","$9,774","$12,836","$19,374",N/A
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,1997-1998,"$6,864","$10,123","$13,606","$20,067",N/A
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,1998-1999,"$7,228","$10,497","$14,986","$21,764",N/A
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,1999-2000,"$7,648","$10,869","$15,716","$22,336",N/A
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2000-2001,"$7,990","$10,984","$16,530","$22,725",N/A
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2001-2002,"$8,920","$11,926","$18,350","$24,534",73.7%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2002-2003,"$11,320","$14,898","$22,716","$29,897",73.3%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2003-2004,"$12,984","$16,709","$26,090","$33,575",85.3%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2004-2005,"$14,288","$17,908","$28,704","$35,976",84.8%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2005-2006,"$15,264","$18,503","$30,400","$36,851",83.6%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2006-2007,"$16,156","$18,973","$32,048","$37,635",69.8%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2007-2008,"$16,936","$19,337","$33,622","$38,388",66.5%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2008-2009,"$17,718","$19,482","$35,490","$39,023",49.9%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2009-2010,"$19,034","$21,004","$38,014","$41,947",45.0%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2010-2011,"$20,236","$21,970","$40,494","$43,963",40.2%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2011-2012,"$21,026","$22,129","$42,072","$44,278",39.4%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2012-2013,"$21,688","$22,363","$43,398","$44,748",39.5%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2013-2014,"$22,360","$22,723","$44,752","$45,478",38.4%
UNIVERSITY OF SOUTH CAROLINA SCHOOL OF LAW,1867,1925,PUBLIC,2014-2015,"$23,074","$23,074","$46,180","$46,180",N/A
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,1996-1997,"$4,489","$6,775","$7,508","$11,331",N/A
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,1997-1998,"$5,029","$7,417","$8,610","$12,698",N/A
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,1998-1999,"$5,291","$7,684","$8,955","$13,005",N/A
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,1999-2000,"$5,257","$7,471","$10,945","$15,555",N/A
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2000-2001,"$5,541","$7,618","$11,428","$15,711",N/A
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2001-2002,"$5,839","$7,807","$11,921","$15,938",32.0%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2002-2003,"$6,160","$8,107","$12,491","$16,440",40.1%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2003-2004,"$7,118","$9,160","$14,640","$18,840",75.6%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2004-2005,"$7,498","$9,398","$15,230","$19,088",66.9%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2005-2006,"$7,962","$9,652","$15,927","$19,307",73.3%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2006-2007,"$8,326","$9,777","$16,609","$19,504",68.0%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2007-2008,"$8,991","$10,266","$17,606","$20,102",68.5%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2008-2009,"$8,991","$9,886","$17,606","$19,359",56.9%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2009-2010,"$10,695","$11,802","$20,575","$22,704",63.9%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2010-2011,"$11,208","$12,168","$21,960","$23,841",100.0%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2011-2012,"$12,340","$12,987","$24,306","$25,581",100.0%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2012-2013,"$13,288","$13,701","$26,880","$27,716",71.9%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2013-2014,"$13,904","$14,130","$28,430","$28,891",68.1%
UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW,1901,1923,PUBLIC,2014-2015,"$13,904","$13,904","$29,518","$29,518",N/A
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,1996-1997,"$3,794","$5,726","$9,620","$14,520",N/A
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,1997-1998,"$4,204","$6,200","$10,496","$15,480",N/A
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,1998-1999,"$4,502","$6,538","$11,424","$16,591",N/A
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,1999-2000,"$5,126","$7,285","$13,432","$19,090",N/A
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2000-2001,"$5,870","$8,070","$15,672","$21,545",N/A
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2001-2002,"$6,668","$8,915","$18,380","$24,574",65.1%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2002-2003,"$7,156","$9,418","$19,212","$25,285",65.5%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2003-2004,"$7,830","$10,076","$19,886","$25,591",62.3%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2004-2005,"$8,396","$10,523","$21,384","$26,802",53.8%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2005-2006,"$9,412","$11,409","$24,106","$29,222",55.8%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2006-2007,"$9,934","$11,666","$25,290","$29,699",52.3%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2007-2008,"$11,502","$13,133","$27,762","$31,698",47.5%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2008-2009,"$12,084","$13,287","$29,304","$32,221",37.2%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2009-2010,"$13,118","$14,475","$31,862","$35,159",38.0%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2010-2011,"$14,462","$15,701","$33,206","$36,051",38.0%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2011-2012,"$16,456","$17,319","$35,200","$37,046",45.1%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2012-2013,"$17,678","$18,228","$36,422","$37,555",38.8%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2013-2014,"$18,962","$19,270","$37,706","$38,318",48.2%
THE UNIVERSITY OF TENNESSEE COLLEGE OF LAW,1890,1925,PUBLIC,2014-2015,"$19,048","$19,048","$37,752","$37,752",N/A
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,1996-1997,"$3,852","$5,814","$9,680","$14,610",N/A
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,1997-1998,"$4,182","$6,168","$10,360","$15,279",N/A
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,1998-1999,"$4,580","$6,652","$11,376","$16,521",N/A
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,1999-2000,"$4,922","$6,995","$13,078","$18,586",N/A
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2000-2001,"$5,617","$7,722","$14,997","$20,617",N/A
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2001-2002,"$6,378","$8,527","$17,634","$23,576",71.8%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2002-2003,"$6,828","$8,986","$18,928","$24,911",76.4%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2003-2004,"$7,792","$10,028","$21,586","$27,779",77.9%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2004-2005,"$8,286","$10,385","$23,046","$28,885",78.4%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2005-2006,"$9,352","$11,337","$26,208","$31,770",75.5%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2006-2007,"$10,596","$12,443","$28,946","$33,992",71.0%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2007-2008,"$11,412","$13,030","$30,598","$34,936",72.4%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2008-2009,"$12,784","$14,057","$34,656","$38,106",71.1%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2009-2010,"$13,570","$14,974","$35,442","$39,109",71.9%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2010-2011,"$14,298","$15,523","$36,170","$39,269",70.3%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2011-2012,"$15,690","$16,513","$37,562","$39,532",68.0%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2012-2013,"$16,834","$17,358","$38,706","$39,910",64.9%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2013-2014,"$17,620","$17,906","$39,492","$40,133",59.6%
"UNIVERSITY OF MEMPHIS, CECIL C. HUMPHREYS SCHOOL OF LAW",1962,1965,PUBLIC,2014-2015,"$18,470","$18,470","$25,907","$25,907",N/A
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,1996-1997,"$11,811",N/A,N/A,N/A,N/A
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,1997-1998,"$12,641",N/A,N/A,N/A,N/A
